WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2433737 37.867406,-122.2433224 37.867582,-122.243194 37.8678592,-122.2430706 37.8681238,-122.2430648 37.8681912,-122.2430805 37.8682509,-122.2431176 37.8682867,-122.2431833 37.8683144,-122.2432557 37.8683123,-122.2433114 37.8683012,-122.2435132 37.8682191,-122.2436017 37.8682022,-122.2436982 37.8682064,-122.2440872 37.8682827,-122.2442266 37.8683017,-122.2444359 37.8683077,-122.2446719 37.8683144,-122.2447819 37.8683271,-122.2449026 37.8683525,-122.2449935 37.8683686,-122.2452063 37.8684358,-122.2454645 37.868524)","54","17","18","0","1226669337",318.468,residential,"1","25","900",28.4957523168
"LINESTRING (-122.2433737 37.867406,-122.2440088 37.8674535,-122.2441274 37.8674505,-122.244176 37.8674409,-122.2442152 37.8674182,-122.2442514 37.8673901,-122.2442751 37.8673556,-122.244306 37.8672661,-122.2443876 37.8669325,-122.2444053 37.8668969,-122.2444491 37.8668558,-122.2445112 37.86681,-122.2445871 37.8667664,-122.2446685 37.8667165,-122.2447382 37.8666625,-122.2448268 37.8665507,-122.2448551 37.8664601)","55","1616","18","0","5149922",200.582,residential,"1","30","900",14.9563299693333
"LINESTRING (-122.2427622 37.8665279,-122.242524 37.8665443,-122.2421247 37.8665863,-122.2419685 37.8666294,-122.241819 37.8666944,-122.2416955 37.8667496,-122.2416117 37.8668061,-122.2415986 37.8668337,-122.2415959 37.8668682,-122.2416171 37.8668995,-122.2417383 37.8670499,-122.2417595 37.8670889,-122.2417705 37.8671267,-122.2417638 37.8671812,-122.2417372 37.8672463,-122.2417078 37.8673083,-122.2416667 37.8673657,-122.2416021 37.867438,-122.2414414 37.8675652,-122.2412545 37.8677054,-122.241002 37.8678737,-122.2406535 37.8681643,-122.2405436 37.8682315,-122.2404369 37.8682616,-122.240312 37.8682967,-122.2402639 37.868321,-122.2402296 37.8683566,-122.240213 37.8683996,-122.2402112 37.8684668,-122.2402446 37.8686017,-122.2402708 37.8686586,-122.2403338 37.8687338,-122.2404085 37.8687889,-122.2406026 37.8688783,-122.240775 37.8690114,-122.2408257 37.8690758,-122.2408317 37.8691466)","56","22","19","0","5050918",456.722,residential,"1","30","900",34.0553236893333
"LINESTRING (-122.2427622 37.8665279,-122.2429419 37.8665286,-122.2430085 37.8665295,-122.2432171 37.8665332,-122.2433516 37.8665207,-122.2434657 37.8665064,-122.2435177 37.8665129,-122.2435621 37.8665274,-122.243597 37.8665605,-122.243631 37.8666056,-122.2436352 37.8666493,-122.2436246 37.8666956,-122.2435212 37.8670164,-122.2434005 37.8672494,-122.2433737 37.867406)","57","18","19","0","5072891",173.907,residential,"1","25","900",15.5607809832
"LINESTRING (-122.2427622 37.8665279,-122.2427018 37.8666967,-122.2426267 37.8668205,-122.2425637 37.8669243,-122.2425301 37.8669857,-122.2424779 37.8671604,-122.2424758 37.8672472,-122.2424993 37.8674028,-122.2424872 37.8674855,-122.2424483 37.867567,-122.2423947 37.8676349,-122.2423612 37.8676622,-122.2422928 37.8677228,-122.2422298 37.8677904,-122.2421841 37.8678694,-122.2421439 37.8679693,-122.242109 37.8680748,-122.2420645 37.8681798,-122.2420265 37.8682159,-122.241955 37.86826,-122.2418665 37.8682931,-122.2416806 37.8683339,-122.2416188 37.8683477,-122.2415853 37.8683692,-122.2415579 37.868409,-122.2415619 37.8684401,-122.2416061 37.8685029,-122.2416678 37.8685516,-122.2418985 37.8687082,-122.2419749 37.8687643,-122.2420406 37.8688225,-122.2420941 37.8688761,-122.2421426 37.8688974,-122.2422174 37.8689015,-122.2424132 37.8688581,-122.2425362 37.868862,-122.2426614 37.868875,-122.242858 37.8689091,-122.2429215 37.8689174,-122.2429734 37.8689197,-122.2430208 37.8689099,-122.2430686 37.8688984)","58","1710","19","0","5149913",410.403,residential,"1","25","900",36.7218754728
"LINESTRING (-122.2461361 37.8694097,-122.2460727 37.8692673,-122.2460244 37.8691781,-122.2459741 37.8691119,-122.2459344 37.8690503)","59","1345","20","0","365598178",43.84,service,"1","30","900",3.26891498666667
"LINESTRING (-122.2461361 37.8694097,-122.2461726 37.8694501,-122.2463239 37.8697336,-122.2463896 37.8698373,-122.2464574 37.8698792)","60","1890","20","0","1226669338",60.176,residential,"1","25","900",5.3844040576
"LINESTRING (-122.2461361 37.8694097,-122.2460932 37.8693842,-122.2460331 37.8693805,-122.2457877 37.8694038,-122.2452304 37.8694501,-122.2451243 37.8694528,-122.2450333 37.8694507,-122.2449882 37.8694414,-122.2448245 37.8693885,-122.2444839 37.8692847,-122.2443659 37.869236,-122.2442774 37.869164,-122.2441513 37.8690688,-122.2440601 37.8690306,-122.243934 37.8690127,-122.2438227 37.8689936,-122.2436927 37.8689396,-122.24358 37.8688973,-122.2434137 37.8688803,-122.243183 37.8688803,-122.2430686 37.8688984)","61","1710","20","0","5149913",287.396,residential,"1","25","900",25.7155043296
"LINESTRING (-122.247664 37.8699675,-122.2477173 37.8699093,-122.2477683 37.8698236,-122.2477964 37.8697008,-122.2478099 37.8695886,-122.2478313 37.8694711,-122.2478461 37.869326,-122.2478541 37.8692106,-122.2478313 37.8690931,-122.2477857 37.8689914,-122.2477294 37.8689089,-122.2476503 37.8688189,-122.2476301 37.8687638,-122.2476207 37.8686866,-122.2475771 37.8683966)","62","16","21","0","5150503",182.45,residential,"1","25","900",16.32518812
"LINESTRING (-122.2408317 37.8691466,-122.2408257 37.8690758,-122.240775 37.8690114,-122.2406026 37.8688783,-122.2404085 37.8687889,-122.2403338 37.8687338,-122.2402708 37.8686586,-122.2402446 37.8686017,-122.2402112 37.8684668,-122.240213 37.8683996,-122.2402296 37.8683566,-122.2402639 37.868321,-122.240312 37.8682967,-122.2404369 37.8682616,-122.2405436 37.8682315,-122.2406535 37.8681643,-122.241002 37.8678737,-122.2412545 37.8677054,-122.2414414 37.8675652,-122.2416021 37.867438,-122.2416667 37.8673657,-122.2417078 37.8673083,-122.2417372 37.8672463,-122.2417638 37.8671812,-122.2417705 37.8671267,-122.2417595 37.8670889,-122.2417383 37.8670499,-122.2416171 37.8668995,-122.2415959 37.8668682,-122.2415986 37.8668337,-122.2416117 37.8668061,-122.2416955 37.8667496,-122.241819 37.8666944,-122.2419685 37.8666294,-122.2421247 37.8665863,-122.242524 37.8665443,-122.2427622 37.8665279)","63","19","22","0","5050918",456.722,residential,"1","30","900",34.0553236893333
"LINESTRING (-122.2408317 37.8691466,-122.2410703 37.8692716,-122.2415241 37.8694573,-122.2419692 37.8696265,-122.2421097 37.8696348,-122.2422406 37.8696371,-122.2425197 37.8696403,-122.2429258 37.8696343,-122.2430269 37.8696305,-122.2430615 37.8696291)","64","1843","22","0","5072894",209.309,residential,"1","30","900",15.6070558153333
"LINESTRING (-122.2408317 37.8691466,-122.240777 37.8691301,-122.2403437 37.868995,-122.2400987 37.8688849,-122.239967 37.8688021,-122.2398334 37.8686917,-122.2396657 37.8685362,-122.23963 37.8684845,-122.2395643 37.8683501,-122.239554 37.8683274,-122.2395034 37.8681933,-122.2394937 37.8681353,-122.2394917 37.8680819,-122.2395051 37.868039,-122.2395486 37.8680088,-122.2396734 37.8679601,-122.2398994 37.8678711,-122.2400784 37.8677711,-122.2401374 37.8677217,-122.2401666 37.867679,-122.2401759 37.8676253,-122.2401414 37.8675823,-122.2401004 37.8675541,-122.240021 37.8675373,-122.2396166 37.8675471,-122.2394859 37.8675464,-122.2393933 37.8675317,-122.2393193 37.8675054,-122.2392415 37.8674596,-122.2391758 37.8673854,-122.239098 37.8672732,-122.239039 37.8672076,-122.2390035 37.8671916,-122.2389658 37.8671887,-122.2389154 37.8672006,-122.2388835 37.8672197,-122.2388615 37.8672438,-122.2387546 37.8673928,-122.2385891 37.8676442,-122.2385379 37.8677107,-122.2384856 37.8677516,-122.2384119 37.8677779,-122.2383162 37.8677921)","65","1842","22","0","6399396",482.569,residential,"1","30","900",35.9825966286667
"LINESTRING (-122.2211868 37.8757917,-122.2212098 37.875776,-122.2214411 37.8756222,-122.2215617 37.8755454,-122.221702 37.8754204,-122.221785 37.875296,-122.22181 37.8751735,-122.2218135 37.8750545,-122.2217788 37.8749557,-122.2216979 37.8748026,-122.2216494 37.8746644,-122.221622 37.8745238,-122.221599 37.8744041,-122.2215411 37.8743146,-122.2214378 37.8742337,-122.221246 37.8741353,-122.2210314 37.8740146,-122.2209188 37.8739257,-122.2208464 37.8738389,-122.2208008 37.8737394,-122.2207686 37.873625,-122.2207418 37.8734154,-122.2207316 37.8730953,-122.2207242 37.8728644,-122.2206881 37.8726723,-122.2206238 37.8725283,-122.2205218 37.8724034,-122.2204092 37.8723272,-122.2202831 37.8722848,-122.2201839 37.8722848,-122.220004 37.8723146,-122.2195928 37.8723978,-122.2194731 37.8724055,-122.2193658 37.8723864,-122.2192729 37.8723328,-122.2186056 37.8716358,-122.2185638 37.8715649,-122.2185611 37.8714739,-122.218604 37.8713765,-122.2188346 37.8709981,-122.2188642 37.8709022,-122.2188589 37.87079,-122.2188267 37.8706926,-122.2185547 37.8704149,-122.2181114 37.8700237,-122.2177136 37.8697186,-122.2173917 37.8694349,-122.2172274 37.8692717,-122.2171416 37.8691497,-122.2170815 37.8690413,-122.2169699 37.8688109,-122.2169012 37.8687025,-122.2168326 37.8686144,-122.2166952 37.8685128,-122.2163347 37.8683569,-122.216206 37.8682824,-122.2161373 37.8681943,-122.2161202 37.8680927,-122.2161373 37.8680114,-122.216206 37.8679165,-122.2162918 37.8678623,-122.2163948 37.8678352,-122.2165236 37.867842,-122.2166523 37.8678826,-122.2167984 37.8679791,-122.2170481 37.8682023,-122.2171607 37.8682816,-122.2172834 37.8683413,-122.2173859 37.8683746,-122.2175012 37.8683941,-122.2176071 37.8683945,-122.2177124 37.8683814,-122.2178621 37.8683582)","66","5","23","0","5149901",1336.697,tertiary,"1","30","900",99.6703662393334
"LINESTRING (-122.2211868 37.8757917,-122.2211542 37.8757588,-122.2211429 37.8757391,-122.2211396 37.8757195,-122.221129 37.8756158,-122.2211294 37.8756017,-122.2211366 37.8755512,-122.2211739 37.8754908,-122.2212175 37.8754215,-122.2212423 37.8753628,-122.2212343 37.8752945,-122.2211732 37.8752198,-122.2210438 37.8751283,-122.2209151 37.8750367,-122.2206375 37.8748773,-122.2204612 37.8747527,-122.2203579 37.8746251,-122.2201664 37.8743363,-122.2201652 37.8742818,-122.2200792 37.8741248,-122.2199861 37.8740071,-122.2199273 37.8739246,-122.2198752 37.8738486,-122.2198741 37.8738181,-122.2198796 37.8737479,-122.2198777 37.8735979)","67","1042","23","0","34222987",291.487,service,"1","30","900",21.7346309926667
"LINESTRING (-122.2489109 37.8676961,-122.2492138 37.8677851,-122.2492395 37.8677876,-122.2492617 37.8677758,-122.2496188 37.8673953)","68","10","24","0","7779006",85.65,residential,"1","25","900",7.66375644
"LINESTRING (-122.2534952 37.8614065,-122.2534911 37.8613637,-122.2534383 37.8608195,-122.25343 37.8607361,-122.2534228 37.8606634)","69","432","25","0","195430724",82.874,tertiary,"2","25","1800",7.4153666224
"LINESTRING (-122.2534952 37.8614065,-122.2535235 37.8616978,-122.2535267 37.8617287,-122.2535346 37.8618025)","70","514","25","0","195430724",44.168,tertiary,"2","25","1800",3.9520466368
"LINESTRING (-122.2511638 37.8615285,-122.251246 37.8615236,-122.2533315 37.8613985)","71","1819","26","0","6318448",190.847,residential,"2","25","1800",17.0765315272
"LINESTRING (-122.2511638 37.8615285,-122.251077 37.8615336,-122.2510313 37.8615364,-122.2496706 37.8616179,-122.2492456 37.8616412,-122.2489271 37.8616599,-122.2471744 37.861747,-122.2471515 37.8617481,-122.2470049 37.8617557)","72","27","26","0","6318448",365.98,residential,"2","25","1800",32.747012048
"LINESTRING (-122.2511638 37.8615285,-122.251156 37.8614659,-122.2511534 37.8614278,-122.2511046 37.8609093,-122.2511005 37.86086,-122.2510947 37.8608015)","73","296","26","0","24620185",81.07,residential,"1","25","900",7.253949032
"LINESTRING (-122.2511638 37.8615285,-122.25117 37.8615912,-122.2511748 37.8616396,-122.2512229 37.8621581,-122.2512202 37.8621782,-122.2512154 37.8621925,-122.2511915 37.8622279,-122.2511602 37.8622455,-122.2511483 37.8622499,-122.2511232 37.8622593,-122.2510722 37.8622655,-122.250624 37.8622936,-122.2502139 37.8623182,-122.2501251 37.862323)","74","308","26","0","24620184",173.439,residential,"1","25","900",15.5189054664
"LINESTRING (-122.2470049 37.8617557,-122.2471515 37.8617481,-122.2471744 37.861747,-122.2489271 37.8616599,-122.2492456 37.8616412,-122.2496706 37.8616179,-122.2510313 37.8615364,-122.251077 37.8615336,-122.2511638 37.8615285)","75","26","27","0","6318448",365.98,residential,"2","25","1800",32.747012048
"LINESTRING (-122.2470049 37.8617557,-122.2469435 37.8611871,-122.2469503 37.8611097,-122.2469677 37.8610315)","76","433","27","0","6405157",80.911,residential,"2","25","1800",7.2397220936
"LINESTRING (-122.2470049 37.8617557,-122.247075 37.862426,-122.2470823 37.8625011)","77","651","27","0","6405157",83.163,residential,"2","25","1800",7.4412256488
"LINESTRING (-122.2528725 37.8729497,-122.2528285 37.8728975,-122.2527989 37.872861,-122.2522731 37.8724088)","78","1333","28","0","6318815",80.043,service,"1","30","900",5.968379614
"LINESTRING (-122.2528725 37.8729497,-122.2530056 37.8729488,-122.2530744 37.8729353,-122.2531481 37.8729067,-122.2535119 37.8727095)","79","1064","28","0","7779009",63.85,tertiary,"2","25","1800",5.71314476
"LINESTRING (-122.2528725 37.8729497,-122.2526579 37.8728995,-122.2523849 37.872816,-122.2517068 37.8723891,-122.2514493 37.872274,-122.2512204 37.8721999,-122.250985 37.8721351,-122.2505919 37.8720527,-122.2503507 37.8719623,-122.2500067 37.8717193,-122.2497068 37.8714532,-122.2496515 37.8713999)","80","14","28","0","675763067",337.97,tertiary,"2","25","1800",30.240744472
"LINESTRING (-122.2544156 37.8712036,-122.2546282 37.8711427,-122.2549112 37.8711129,-122.2551766 37.8710879,-122.2552285 37.8710692,-122.2552978 37.8710269,-122.2553317 37.8709761,-122.2553556 37.8709052)","81","1001","29","0","24054310",95.614,service,"1","30","900",7.12942603866667
"LINESTRING (-122.2544156 37.8712036,-122.2541455 37.8712615,-122.2540682 37.8712809,-122.2539936 37.8712958,-122.2539314 37.8712965,-122.2538823 37.8712921,-122.2538363 37.8712797,-122.2537003 37.8712399,-122.2536362 37.871225,-122.2535702 37.8712243,-122.2535032 37.8712273,-122.2534381 37.8712355,-122.25334 37.8712511)","82","889","29","0","24620173",97.358,unclassified,"1","30","900",7.25946681733333
"LINESTRING (-122.2544156 37.8712036,-122.2543644 37.871107,-122.2542738 37.8709683,-122.2542077 37.8708671,-122.2541826 37.8707553,-122.2541453 37.8705891,-122.2541678 37.8704945,-122.254172 37.8704801,-122.2541645 37.8703522)","83","1748","29","0","312181556",99.633,service,"1","30","900",7.429101434
"LINESTRING (-122.2544156 37.8712036,-122.2544648 37.8713007,-122.2544855 37.8713534,-122.2545148 37.8717051,-122.254529 37.8718385)","84","29","1002","1","1234807526",71.842,service,"1","30","900",5.35687478266667
"LINESTRING (-122.258324 37.8753287,-122.2584019 37.8753178,-122.2584629 37.8753093,-122.2587131 37.875277,-122.2589261 37.8752496,-122.2593889 37.8751921)","85","1029","30","0","184876631",94.696,tertiary,"2","25","1800",8.4731708096
"LINESTRING (-122.258324 37.8753287,-122.2583372 37.8753871,-122.2584646 37.8759904,-122.25851 37.8762111,-122.2585161 37.8762692)","86","748","30","0","227756442",105.951,residential,"1","25","900",9.4802411976
"LINESTRING (-122.258324 37.8753287,-122.2582402 37.8753403,-122.2581745 37.8753493,-122.2581256 37.8753559,-122.2579857 37.8753749,-122.2574766 37.8754371)","87","1160","30","0","618326398",75.352,tertiary,"2","25","1800",6.7423161152
"LINESTRING (-122.2574619 37.8738506,-122.257477 37.8737969,-122.2574663 37.8737388,-122.2574111 37.8735886,-122.2573437 37.8734023,-122.25733 37.8733657,-122.2573256 37.8733534,-122.2572892 37.8732499)","88","31","32","1","6326281",69.188,service,"1","30","900",5.15898015733333
"LINESTRING (-122.2572892 37.8732499,-122.2571677 37.8732802,-122.2568738 37.873354)","89","888","32","0","574895215",38.255,unclassified,"1","30","900",2.85247132333333
"LINESTRING (-122.2572892 37.8732499,-122.2574133 37.8732185,-122.2578763 37.8730997,-122.2579372 37.8730531)","90","1746","32","0","1234807527",61.617,unclassified,"1","30","900",4.594451066
"LINESTRING (-122.2236894 37.8509167,-122.2236402 37.8508985,-122.2234719 37.8508355,-122.2233789 37.8508028,-122.2232809 37.8507709,-122.2226365 37.8505815,-122.2224773 37.8505365)","91","34","33","0","25006970",114.587,tertiary,"3","35","2700",7.32354982228572
"LINESTRING (-122.2236894 37.8509167,-122.2233992 37.8513066,-122.2233496 37.8513748,-122.2233256 37.8514092,-122.2232982 37.8514512,-122.2232729 37.8514927,-122.2232501 37.8515335,-122.223229 37.8515729,-122.2232081 37.8516146,-122.2231872 37.8516602,-122.2231682 37.851706,-122.2231495 37.8517546,-122.2231304 37.8518082,-122.2231142 37.8518589,-122.2230997 37.8519156,-122.2230879 37.8519764,-122.2230783 37.8520424,-122.223069 37.8521087,-122.2230622 37.8521682,-122.2230205 37.8525944,-122.2230143 37.8526427,-122.2230054 37.8526952,-122.2229951 37.8527394)","92","52","33","0","23875271",215.418,tertiary,"2","35","1800",13.767918312
"LINESTRING (-122.2236894 37.8509167,-122.223959 37.85056,-122.2240287 37.8504621,-122.2240698 37.8504124,-122.2241067 37.8503718,-122.2241431 37.8503355,-122.2241855 37.8502966,-122.2242263 37.8502618,-122.2242714 37.8502271,-122.2243191 37.8501937,-122.2243653 37.8501644,-122.2244113 37.8501373,-122.2244629 37.8501083,-122.2245146 37.8500828,-122.2245722 37.8500569,-122.2246344 37.8500315,-122.2247083 37.8500044,-122.2247781 37.8499828,-122.2248577 37.8499601,-122.2249281 37.8499432,-122.2249935 37.8499313,-122.2250581 37.8499211,-122.2252566 37.849893,-122.2253349 37.849883,-122.225423 37.8498729,-122.2255077 37.8498634,-122.2255885 37.8498554,-122.2256651 37.8498482,-122.2257128 37.8498435,-122.2257475 37.8498409,-122.225782 37.8498386,-122.2258196 37.8498375,-122.2258585 37.8498374,-122.2258966 37.8498379,-122.2259365 37.8498392,-122.2259774 37.849841,-122.2260236 37.8498437,-122.2260697 37.8498481,-122.2261146 37.8498535,-122.2261613 37.8498598,-122.2262064 37.849867,-122.2267122 37.8499614)","93","230","33","0","416019330",317.896,tertiary,"3","35","2700",20.3175508068571
"LINESTRING (-122.2224773 37.8505365,-122.2226365 37.8505815,-122.2232809 37.8507709,-122.2233789 37.8508028,-122.2234719 37.8508355,-122.2236402 37.8508985,-122.2236894 37.8509167)","94","33","34","0","25006970",114.587,tertiary,"3","35","2700",7.32354982228572
"LINESTRING (-122.2224773 37.8505365,-122.222522 37.8504176,-122.2225686 37.8503118,-122.2226152 37.8502172,-122.2226661 37.8501219,-122.2227358 37.8500037,-122.2228093 37.8498899,-122.2228539 37.8498251,-122.2229014 37.8497608,-122.2229697 37.8496722,-122.2230347 37.8495925,-122.2231133 37.8495026,-122.2232015 37.8494093,-122.2232926 37.8493199,-122.2233787 37.8492401,-122.223484 37.8491476,-122.2235853 37.8490662,-122.2236864 37.8489894,-122.223794 37.8489133,-122.2239143 37.8488338,-122.2240307 37.8487632,-122.2241549 37.8486915,-122.2242807 37.8486244,-122.2244089 37.8485613,-122.2245275 37.848507,-122.2246672 37.8484472,-122.2248097 37.8483923,-122.2249639 37.8483389,-122.2251162 37.8482913,-122.2252735 37.8482476,-122.2254186 37.8482113,-122.2255661 37.8481796,-122.2256993 37.8481545,-122.2258591 37.8481288,-122.2260226 37.8481071,-122.2261987 37.8480903,-122.2263431 37.8480805,-122.2264939 37.8480739,-122.2266399 37.848072,-122.2268022 37.8480746,-122.2268809 37.8480775,-122.2269571 37.8480816,-122.2270443 37.8480874,-122.2271263 37.8480938,-122.227192 37.8481005,-122.2272572 37.8481077,-122.2273192 37.8481155,-122.2273798 37.8481241,-122.2274473 37.8481343,-122.2275188 37.848146,-122.2276257 37.8481653,-122.2277271 37.8481849,-122.2279938 37.8482404,-122.2285592 37.8483574,-122.2293551 37.8485225,-122.2295025 37.8485507,-122.2296021 37.8485684,-122.2296861 37.848582,-122.2297536 37.8485917,-122.229822 37.848601,-122.2298884 37.8486094,-122.2299497 37.848617,-122.2300145 37.8486239,-122.230078 37.8486302,-122.2301426 37.8486361,-122.2302194 37.8486427,-122.2302927 37.8486485,-122.2303681 37.8486536,-122.2304304 37.8486564,-122.2304975 37.8486588,-122.2305654 37.8486608,-122.2306353 37.848662,-122.2307061 37.8486624,-122.2307721 37.8486626,-122.230856 37.848662,-122.2308842 37.848661)","95","1266","34","0","736627684",869.804,tertiary,"2","35","1800",55.5914102788572
